HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Las Palmas,Granada,1,0,H,0,0,D,10,2,3,1,13,19,6,7,6,4,1,0
Ath Madrid,Real Madrid,3,1,H,2,1,H,10,20,4,5,13,10,6,11,1,3,0,0
Sevilla,Almeria,5,1,H,3,0,H,18,10,9,1,15,16,9,4,3,2,0,0
Mallorca,Barcelona,2,2,D,2,1,H,10,10,5,4,19,7,7,2,4,1,1,0
Ath Bilbao,Getafe,2,2,D,1,0,H,9,13,4,5,9,19,5,4,5,6,1,0
Real Madrid,Las Palmas,2,0,H,1,0,H,21,16,9,2,7,9,7,2,0,1,0,0
Villarreal,Girona,1,2,A,0,0,D,14,17,3,5,9,11,5,6,3,2,0,0
Cadiz,Vallecano,0,0,D,0,0,D,9,9,2,4,16,13,1,2,5,6,0,1
Valencia,Sociedad,0,1,A,0,1,A,9,2,2,1,14,17,0,2,4,7,1,0
Celta,Alaves,1,1,D,1,0,H,8,21,0,11,9,11,2,8,5,3,1,0
Granada,Betis,1,1,D,0,0,D,19,13,7,3,14,10,5,7,2,1,0,0
Osasuna,Ath Madrid,0,2,A,0,1,A,13,4,2,3,14,4,7,2,3,3,1,1
Barcelona,Sevilla,1,0,H,0,0,D,18,12,5,3,11,15,13,3,2,3,0,0
Getafe,Villarreal,0,0,D,0,0,D,22,3,9,0,19,11,6,4,2,4,0,1
Vallecano,Mallorca,2,2,D,1,1,D,19,9,5,4,12,20,5,0,2,5,0,0
Girona,Real Madrid,0,3,A,0,2,A,13,14,3,7,13,14,1,4,2,2,0,1
Sociedad,Ath Bilbao,3,0,H,1,0,H,8,18,5,3,20,9,5,7,2,2,0,0
Almeria,Granada,3,3,D,3,0,H,17,19,5,4,18,14,1,5,2,1,0,0
Alaves,Osasuna,0,2,A,0,1,A,17,10,3,3,13,13,4,2,2,3,1,0
Ath Madrid,Cadiz,3,2,H,1,2,A,18,8,9,4,5,10,5,3,1,3,0,0
Betis,Valencia,3,0,H,1,0,H,15,9,7,2,11,10,5,3,2,2,0,0
Las Palmas,Celta,2,1,H,0,0,D,16,11,5,3,13,14,4,5,2,1,0,0
Ath Bilbao,Almeria,3,0,H,1,0,H,23,4,9,1,11,7,6,2,2,0,0,0
Cadiz,Girona,0,1,A,0,0,D,8,20,2,5,12,13,5,5,1,3,1,0
Real Madrid,Osasuna,4,0,H,1,0,H,19,7,9,1,9,6,5,4,2,2,0,0
Mallorca,Valencia,1,1,D,1,1,D,9,11,5,3,17,11,3,6,2,1,0,0
Sevilla,Vallecano,2,2,D,0,2,A,22,7,6,4,16,19,12,2,5,2,0,0
Villarreal,Las Palmas,1,2,A,0,1,A,9,8,4,5,17,7,7,2,4,4,0,0
Ath Madrid,Sociedad,2,1,H,1,0,H,14,13,5,4,9,12,1,4,3,3,0,0
Alaves,Betis,1,1,D,1,1,D,15,6,5,2,13,9,5,3,3,3,0,1
Celta,Getafe,2,2,D,2,2,D,26,3,11,2,14,20,13,1,1,8,0,1
Granada,Barcelona,2,2,D,2,1,H,7,22,2,10,12,7,1,11,4,1,0,0
Osasuna,Granada,2,0,H,1,0,H,12,13,6,3,19,13,1,7,3,4,0,1
Sociedad,Mallorca,1,0,H,0,0,D,14,18,6,7,14,16,2,5,3,3,0,0
Getafe,Betis,1,1,D,1,1,D,14,13,4,3,17,11,4,8,5,2,0,0
Sevilla,Real Madrid,1,1,D,0,0,D,17,14,7,5,13,6,4,6,5,2,0,0
Celta,Ath Madrid,0,3,A,0,1,A,16,12,3,7,10,10,7,5,3,2,1,0
Las Palmas,Vallecano,0,1,A,0,0,D,12,12,6,4,13,11,10,5,4,3,0,1
Girona,Almeria,5,2,H,3,2,H,19,9,8,5,11,14,9,6,1,2,0,0
Villarreal,Alaves,1,1,D,0,0,D,12,16,3,7,15,10,9,3,4,3,0,0
Barcelona,Ath Bilbao,1,0,H,0,0,D,12,10,7,3,11,18,4,7,3,3,0,0
Valencia,Cadiz,2,0,H,2,0,H,12,5,4,4,16,16,4,6,0,3,0,1
Girona,Celta,1,0,H,0,0,D,12,4,2,2,15,12,10,1,3,2,0,0
Almeria,Las Palmas,1,2,A,0,1,A,10,10,4,3,13,19,3,2,3,1,0,0
Barcelona,Real Madrid,1,2,A,1,0,H,15,13,3,4,15,15,6,3,2,1,0,0
Mallorca,Getafe,0,0,D,0,0,D,15,8,4,0,10,25,8,3,0,1,0,0
Cadiz,Sevilla,2,2,D,2,1,H,10,20,5,10,17,12,2,4,6,4,0,0
Betis,Osasuna,2,1,H,1,0,H,9,7,2,1,10,25,6,3,3,4,0,0
Vallecano,Sociedad,2,2,D,1,1,D,16,15,7,3,17,16,4,5,3,2,0,0
Ath Bilbao,Valencia,2,2,D,1,0,H,12,11,7,5,11,10,10,4,3,1,0,0
Ath Madrid,Alaves,2,1,H,2,0,H,11,8,7,1,10,11,4,4,3,2,0,0
Granada,Villarreal,2,3,A,2,3,A,18,6,8,5,14,15,4,1,0,4,0,0
Las Palmas,Ath Madrid,2,1,H,0,0,D,9,13,3,5,12,9,3,4,0,3,0,0
Osasuna,Girona,2,4,A,1,1,D,15,11,3,4,14,10,2,7,5,3,0,0
Betis,Mallorca,2,0,H,1,0,H,22,8,3,1,13,16,6,1,1,4,0,1
Celta,Sevilla,1,1,D,1,0,H,15,13,3,5,14,10,4,6,2,5,1,0
Sociedad,Barcelona,0,1,A,0,0,D,13,12,6,4,16,8,8,3,3,3,0,0
Alaves,Almeria,1,0,H,0,0,D,23,9,3,3,13,14,12,6,2,3,0,0
Valencia,Granada,1,0,H,1,0,H,11,6,2,1,20,15,0,4,3,5,0,0
Villarreal,Ath Bilbao,2,3,A,0,3,A,17,17,6,7,11,18,9,3,4,4,0,0
Real Madrid,Vallecano,0,0,D,0,0,D,22,4,5,0,12,15,11,1,3,5,0,0
Getafe,Cadiz,1,0,H,0,0,D,13,6,3,2,18,12,6,3,7,1,1,0
Ath Bilbao,Celta,4,3,H,2,2,D,21,13,12,5,15,13,7,2,2,2,0,0
Vallecano,Girona,1,2,A,1,1,D,22,19,9,7,15,13,8,3,1,2,0,0
Almeria,Sociedad,1,3,A,0,0,D,7,18,2,6,18,19,5,5,2,2,0,0
Granada,Getafe,1,1,D,1,1,D,12,10,6,6,14,9,3,5,4,2,0,0
Osasuna,Las Palmas,1,1,D,0,0,D,11,6,3,1,25,10,8,3,1,1,0,0
Real Madrid,Valencia,5,1,H,2,0,H,16,10,7,4,7,26,4,4,1,3,0,0
Barcelona,Alaves,2,1,H,0,1,A,11,8,6,1,11,10,2,1,2,1,0,0
Sevilla,Betis,1,1,D,0,0,D,13,14,4,6,18,14,9,5,1,1,0,0
Ath Madrid,Villarreal,3,1,H,1,1,D,25,11,10,7,8,8,6,3,0,2,0,0
Alaves,Granada,3,1,H,2,0,H,8,11,5,4,10,13,6,2,1,3,0,0
Vallecano,Barcelona,1,1,D,1,0,H,10,15,4,4,23,13,1,4,3,4,0,0
Valencia,Celta,0,0,D,0,0,D,8,13,0,1,13,7,5,7,3,2,0,0
Getafe,Almeria,2,1,H,2,1,H,18,13,5,4,12,8,3,6,2,4,0,0
Ath Madrid,Mallorca,1,0,H,0,0,D,20,8,3,1,8,19,7,3,0,0,0,0
Villarreal,Osasuna,3,1,H,0,0,D,10,15,3,7,9,14,2,4,0,0,0,0
Sociedad,Sevilla,2,1,H,2,0,H,11,8,8,2,22,8,4,4,2,1,0,2
Cadiz,Real Madrid,0,3,A,0,1,A,13,14,4,5,16,16,4,4,3,3,0,0
Betis,Las Palmas,1,0,H,1,0,H,12,15,6,4,7,12,7,6,1,2,0,0
Girona,Ath Bilbao,1,1,D,0,0,D,12,13,2,6,8,16,2,6,1,1,0,0
Mallorca,Cadiz,1,1,D,1,1,D,16,6,3,3,14,18,7,0,2,3,0,0
Las Palmas,Getafe,2,0,H,1,0,H,11,12,6,4,11,9,4,4,0,5,0,1
Girona,Valencia,2,1,H,0,0,D,9,9,5,3,6,7,3,2,2,3,0,0
Ath Bilbao,Vallecano,4,0,H,1,0,H,9,11,4,3,15,11,7,2,1,2,0,0
Real Madrid,Granada,2,0,H,1,0,H,11,1,4,0,10,12,6,0,2,1,0,0
Osasuna,Sociedad,1,1,D,1,1,D,9,17,3,5,12,10,1,8,3,3,0,0
Mallorca,Alaves,0,0,D,0,0,D,7,7,3,4,16,15,5,4,4,2,0,0
Almeria,Betis,0,0,D,0,0,D,20,6,8,2,12,8,4,6,0,3,0,1
Sevilla,Villarreal,1,1,D,0,0,D,18,5,4,4,6,16,8,4,3,2,0,0
Barcelona,Ath Madrid,1,0,H,1,0,H,13,9,2,4,17,12,7,2,5,4,0,0
Celta,Cadiz,1,1,D,0,1,A,26,2,7,1,14,18,12,1,1,6,0,1
Getafe,Valencia,1,0,H,0,0,D,8,3,6,0,15,14,7,0,2,4,1,2
Alaves,Las Palmas,0,1,A,0,1,A,19,9,5,2,13,13,12,3,3,4,0,0
Betis,Real Madrid,1,1,D,0,0,D,14,12,6,2,14,7,8,6,2,1,0,0
Villarreal,Sociedad,0,3,A,0,3,A,20,16,4,5,10,22,5,3,2,1,0,0
Mallorca,Sevilla,1,0,H,1,0,H,6,19,3,5,15,6,4,12,2,2,0,0
Ath Madrid,Almeria,2,1,H,2,0,H,13,19,4,5,13,11,3,15,1,0,0,0
Cadiz,Osasuna,1,1,D,1,0,H,12,13,5,5,15,16,2,4,1,2,0,0
Barcelona,Girona,2,4,A,1,2,A,31,15,11,7,7,10,8,3,1,2,0,0
Granada,Ath Bilbao,1,1,D,0,1,A,7,19,4,4,9,11,1,8,0,2,0,0
Vallecano,Celta,0,0,D,0,0,D,17,4,4,2,15,10,8,1,3,0,0,0
Osasuna,Vallecano,1,0,H,0,0,D,10,9,4,3,20,13,9,1,2,3,0,0
Celta,Granada,1,0,H,1,0,H,11,7,4,2,20,18,7,1,6,2,1,0
Ath Bilbao,Ath Madrid,2,0,H,0,0,D,16,7,7,3,7,10,3,7,0,1,0,0
Sevilla,Getafe,0,3,A,0,2,A,12,14,4,7,18,18,4,2,3,3,0,0
Valencia,Barcelona,1,1,D,0,0,D,11,16,4,8,9,11,4,6,1,2,0,0
Almeria,Mallorca,0,0,D,0,0,D,7,20,1,2,12,9,4,4,2,1,0,0
Sociedad,Betis,0,0,D,0,0,D,12,12,4,3,12,12,3,7,3,4,0,0
Las Palmas,Cadiz,1,1,D,1,0,H,7,13,2,5,9,12,4,6,1,3,0,0
Real Madrid,Villarreal,4,1,H,2,0,H,22,3,9,1,14,12,11,0,2,3,0,0
Girona,Alaves,3,0,H,2,0,H,9,12,4,2,9,7,3,2,0,1,0,0
Vallecano,Valencia,0,1,A,0,0,D,7,8,1,3,16,18,8,1,1,5,0,1
Ath Madrid,Getafe,3,3,D,1,0,H,8,29,4,9,7,14,1,12,3,3,1,0
Granada,Sevilla,0,3,A,0,2,A,12,12,3,5,10,18,6,4,2,1,0,0
Barcelona,Almeria,3,2,H,1,1,D,30,10,11,5,16,9,12,0,3,3,0,0
Ath Bilbao,Las Palmas,1,0,H,0,0,D,19,5,10,1,12,11,5,2,1,3,0,0
Villarreal,Celta,3,2,H,2,0,H,12,15,8,5,16,15,4,7,2,4,0,0
Betis,Girona,1,1,D,0,1,A,21,12,4,4,6,9,7,6,2,2,0,0
Cadiz,Sociedad,0,0,D,0,0,D,10,8,2,1,16,15,7,5,3,1,0,0
Alaves,Real Madrid,0,1,A,0,0,D,8,9,2,4,18,13,3,3,3,1,0,1
Mallorca,Osasuna,3,2,H,1,1,D,15,12,8,7,11,12,6,0,3,1,0,0
Ath Madrid,Sevilla,1,0,H,0,0,D,12,8,4,2,12,19,6,5,7,3,1,0
Getafe,Vallecano,0,2,A,0,1,A,5,12,0,8,16,16,2,3,6,3,2,0
Sociedad,Alaves,1,1,D,0,0,D,16,7,6,2,9,17,6,4,4,4,1,0
Valencia,Villarreal,3,1,H,2,0,H,11,8,8,4,12,15,4,3,2,5,0,0
Granada,Cadiz,2,0,H,1,0,H,15,15,8,2,17,16,5,6,3,4,0,1
Celta,Betis,2,1,H,1,1,D,19,14,6,3,10,12,8,7,0,2,0,0
Real Madrid,Mallorca,1,0,H,0,0,D,17,7,5,0,5,15,5,4,2,3,0,0
Girona,Ath Madrid,4,3,H,3,2,H,17,18,9,12,8,10,7,8,0,1,0,0
Osasuna,Almeria,1,0,H,1,0,H,14,4,2,0,14,5,5,4,1,2,0,0
Sevilla,Ath Bilbao,0,2,A,0,1,A,11,15,2,6,9,19,5,4,3,1,0,0
Las Palmas,Barcelona,1,2,A,1,0,H,12,15,3,5,14,5,5,10,5,2,1,0
Sevilla,Alaves,2,3,A,0,2,A,19,16,4,8,12,13,5,4,4,3,0,0
Las Palmas,Villarreal,3,0,H,1,0,H,8,17,3,3,13,11,4,6,4,3,0,0
Mallorca,Celta,1,1,D,1,1,D,17,6,6,2,18,18,10,1,4,1,0,0
Ath Bilbao,Sociedad,2,1,H,2,0,H,10,9,3,1,16,21,5,5,1,4,0,0
Betis,Granada,1,0,H,0,0,D,25,6,6,2,11,17,13,1,3,4,0,0
Almeria,Girona,0,0,D,0,0,D,20,5,3,1,13,8,4,3,4,4,0,1
Cadiz,Valencia,1,4,A,1,1,D,10,9,2,5,15,15,3,1,4,2,0,0
Alaves,Cadiz,1,0,H,0,0,D,13,9,3,1,15,18,4,4,0,4,0,0
Vallecano,Las Palmas,0,2,A,0,1,A,16,10,3,5,19,8,12,0,3,1,1,0
Villarreal,Mallorca,1,1,D,1,0,H,18,8,5,2,13,11,4,6,2,2,1,0
Valencia,Ath Bilbao,1,0,H,0,0,D,6,6,1,3,11,14,4,2,0,3,0,0
Celta,Sociedad,0,1,A,0,1,A,6,6,2,2,12,18,6,3,1,2,0,0
Osasuna,Getafe,3,2,H,2,0,H,13,10,7,7,14,16,1,4,4,4,0,0
Real Madrid,Almeria,3,2,H,0,2,A,18,10,6,2,9,17,6,3,3,5,0,0
Betis,Barcelona,2,4,A,0,1,A,14,11,5,4,12,9,3,4,1,2,0,0
Girona,Sevilla,5,1,H,3,1,H,12,9,8,3,9,11,4,5,0,2,0,0
Granada,Ath Madrid,0,1,A,0,0,D,17,10,2,5,11,16,6,2,2,2,1,0
Almeria,Alaves,0,3,A,0,1,A,19,11,7,3,17,12,11,3,1,2,0,0
Sociedad,Vallecano,0,0,D,0,0,D,6,5,3,0,16,14,2,2,2,4,0,0
Las Palmas,Real Madrid,1,2,A,0,0,D,7,13,2,5,17,14,1,6,3,3,0,0
Barcelona,Villarreal,3,5,A,0,1,A,22,9,10,6,8,13,10,0,3,4,0,0
Mallorca,Betis,0,1,A,0,1,A,14,8,1,2,14,6,5,4,2,1,0,0
Celta,Girona,0,1,A,0,1,A,10,15,5,6,13,11,5,7,1,1,0,0
Cadiz,Ath Bilbao,0,0,D,0,0,D,9,8,2,0,13,14,6,8,4,2,0,0
Sevilla,Osasuna,1,1,D,1,0,H,10,11,5,4,19,13,2,4,3,0,1,0
Ath Madrid,Valencia,2,0,H,1,0,H,12,10,8,3,9,9,3,6,2,0,0,0
Getafe,Granada,2,0,H,2,0,H,7,16,4,3,17,11,4,3,2,1,0,0
Barcelona,Osasuna,1,0,H,0,0,D,16,9,4,1,9,12,6,6,1,2,0,1
Ath Madrid,Vallecano,2,1,H,1,1,D,8,10,3,2,11,13,5,6,0,3,0,0
Getafe,Real Madrid,0,2,A,0,1,A,10,16,2,9,16,5,2,6,1,2,0,0
Ath Bilbao,Mallorca,4,0,H,2,0,H,13,6,6,2,17,15,6,2,0,1,0,0
Valencia,Almeria,2,1,H,2,0,H,7,15,2,5,17,16,0,6,4,5,0,0
Granada,Las Palmas,1,1,D,1,0,H,3,16,1,6,6,16,2,9,4,3,1,1
Alaves,Barcelona,1,3,A,0,1,A,13,8,2,5,15,10,14,5,2,2,0,1
Girona,Sociedad,0,0,D,0,0,D,11,11,3,2,8,19,3,4,2,3,0,0
Villarreal,Cadiz,0,0,D,0,0,D,19,8,4,2,14,14,13,2,3,1,0,0
Osasuna,Celta,0,3,A,0,2,A,18,6,1,5,10,10,9,1,2,0,0,0
Betis,Getafe,1,1,D,1,1,D,9,11,3,2,9,19,3,5,7,4,0,0
Real Madrid,Ath Madrid,1,1,D,1,0,H,17,10,4,5,6,15,2,8,0,5,0,0
Vallecano,Sevilla,1,2,A,1,2,A,22,10,5,6,8,10,6,0,2,2,0,0
Cadiz,Betis,0,2,A,0,1,A,14,13,5,5,12,10,5,3,1,1,0,0
Alaves,Villarreal,1,1,D,1,1,D,17,12,4,4,7,11,10,9,0,2,0,0
Sociedad,Osasuna,0,1,A,0,0,D,21,9,3,2,11,11,7,4,0,0,0,0
Real Madrid,Girona,4,0,H,2,0,H,16,5,6,0,9,12,0,2,1,2,0,0
Las Palmas,Valencia,2,0,H,0,0,D,8,7,3,1,9,9,5,0,2,0,0,0
Getafe,Celta,3,2,H,2,0,H,11,9,4,4,16,13,0,4,1,2,0,0
Mallorca,Vallecano,2,1,H,0,0,D,8,11,5,4,17,11,5,1,4,0,0,0
Sevilla,Ath Madrid,1,0,H,1,0,H,10,16,6,5,8,5,2,7,2,1,0,0
Barcelona,Granada,3,3,D,1,1,D,11,11,6,5,13,9,6,2,1,2,0,0
Almeria,Ath Bilbao,0,0,D,0,0,D,10,12,4,4,17,15,4,10,4,1,1,0
Villarreal,Getafe,1,1,D,0,1,A,20,11,7,2,13,13,8,3,0,1,0,0
Ath Madrid,Las Palmas,5,0,H,2,0,H,13,11,7,2,19,9,3,5,2,2,0,0
Osasuna,Cadiz,2,0,H,0,0,D,11,5,4,1,20,12,5,4,4,2,0,0
Celta,Barcelona,1,2,A,0,1,A,13,14,4,4,11,13,2,5,2,4,0,0
Valencia,Sevilla,0,0,D,0,0,D,14,1,4,1,5,8,7,2,0,1,0,0
Vallecano,Real Madrid,1,1,D,1,1,D,8,11,3,4,17,7,4,10,4,3,0,1
Granada,Almeria,1,1,D,0,1,A,19,13,7,3,13,22,10,4,2,3,0,0
Mallorca,Sociedad,1,2,A,1,1,D,4,19,1,5,12,18,3,9,7,5,1,0
Betis,Alaves,0,0,D,0,0,D,13,13,2,4,13,9,6,8,5,2,0,0
Ath Bilbao,Girona,3,2,H,1,0,H,14,12,7,6,16,13,3,4,1,2,0,0
Sociedad,Villarreal,1,3,A,0,1,A,21,6,8,4,15,14,13,2,3,4,0,0
Barcelona,Getafe,4,0,H,1,0,H,17,10,9,4,12,18,5,8,1,4,0,0
Alaves,Mallorca,1,1,D,0,0,D,9,15,1,8,7,15,3,3,0,2,0,0
Almeria,Ath Madrid,2,2,D,1,1,D,9,18,4,9,13,12,2,7,1,1,0,0
Cadiz,Celta,2,2,D,0,1,A,19,7,6,3,13,20,9,1,2,3,0,0
Betis,Ath Bilbao,3,1,H,2,1,H,13,3,5,1,14,12,5,3,1,6,0,1
Las Palmas,Osasuna,1,1,D,0,0,D,9,6,3,2,6,15,6,7,2,1,0,0
Real Madrid,Sevilla,1,0,H,0,0,D,16,4,6,1,10,13,7,2,1,3,0,0
Girona,Vallecano,3,0,H,0,0,D,14,7,8,1,13,16,2,2,3,5,0,1
Celta,Almeria,1,0,H,0,0,D,15,3,6,0,8,14,7,0,1,2,0,1
Sevilla,Sociedad,3,2,H,2,1,H,12,13,5,4,12,15,2,5,1,2,0,0
Vallecano,Cadiz,1,1,D,0,0,D,9,16,5,5,14,17,4,9,1,1,0,0
Getafe,Las Palmas,3,3,D,3,1,H,16,14,5,5,28,9,4,4,4,1,0,0
Valencia,Real Madrid,2,2,D,2,1,H,12,10,5,5,18,11,2,2,2,3,0,1
Villarreal,Granada,5,1,H,3,0,H,16,9,10,3,12,15,6,4,1,2,0,0
Ath Madrid,Betis,2,1,H,2,0,H,17,12,12,6,9,12,4,6,1,2,0,0
Mallorca,Girona,1,0,H,1,0,H,16,15,2,4,19,9,8,5,5,0,0,0
Ath Bilbao,Barcelona,0,0,D,0,0,D,8,8,2,2,14,11,4,4,3,3,0,0
Osasuna,Alaves,1,0,H,0,0,D,15,10,4,4,15,11,5,5,2,1,0,0
Barcelona,Mallorca,1,0,H,0,0,D,20,9,6,3,9,14,4,1,1,1,0,0
Valencia,Getafe,1,0,H,1,0,H,10,15,3,5,10,19,5,5,2,3,0,0
Cadiz,Ath Madrid,2,0,H,1,0,H,7,8,3,4,20,15,3,1,4,5,0,0
Granada,Sociedad,2,3,A,2,1,H,13,11,6,8,17,11,4,6,1,2,0,0
Girona,Osasuna,2,0,H,1,0,H,11,7,6,1,10,16,5,7,3,3,0,0
Alaves,Vallecano,1,0,H,1,0,H,12,9,4,3,13,10,7,5,2,2,0,0
Las Palmas,Ath Bilbao,0,2,A,0,1,A,14,7,2,2,8,14,10,3,3,3,0,0
Real Madrid,Celta,4,0,H,1,0,H,24,11,13,1,8,13,12,1,2,3,0,0
Betis,Villarreal,2,3,A,2,1,H,13,6,4,4,12,17,11,4,3,4,1,1
Almeria,Sevilla,2,2,D,1,0,H,14,19,4,6,6,11,1,8,2,2,0,0
Sociedad,Cadiz,2,0,H,1,0,H,14,13,6,2,15,6,8,2,3,1,0,0
Mallorca,Granada,1,0,H,0,0,D,18,8,8,3,17,9,10,2,2,0,0,0
Osasuna,Real Madrid,2,4,A,1,2,A,9,17,4,9,18,9,5,7,3,2,0,0
Getafe,Girona,1,0,H,1,0,H,11,13,3,3,16,13,2,5,4,4,0,0
Ath Bilbao,Alaves,2,0,H,2,0,H,16,7,4,3,7,13,5,4,1,3,0,0
Sevilla,Celta,1,2,A,1,0,H,11,18,4,5,13,6,3,8,4,0,0,0
Las Palmas,Almeria,0,1,A,0,1,A,21,3,6,2,8,17,11,3,2,2,0,0
Villarreal,Valencia,1,0,H,0,0,D,13,14,7,7,12,12,6,2,5,1,0,0
Vallecano,Betis,2,0,H,1,0,H,8,11,4,1,22,16,4,8,4,4,0,0
Ath Madrid,Barcelona,0,3,A,0,1,A,12,9,3,5,15,9,7,3,3,1,1,0
Cadiz,Granada,1,0,H,0,0,D,13,10,5,2,17,14,5,2,2,4,0,0
Getafe,Sevilla,0,1,A,0,1,A,18,10,5,3,11,15,7,3,4,5,0,0
Almeria,Osasuna,0,3,A,0,2,A,12,6,5,4,12,14,6,1,3,2,0,0
Valencia,Mallorca,0,0,D,0,0,D,14,11,5,3,8,11,3,3,0,2,0,0
Barcelona,Las Palmas,1,0,H,0,0,D,14,8,2,0,11,9,6,1,5,1,0,1
Celta,Vallecano,0,0,D,0,0,D,13,8,0,2,12,16,3,2,3,3,0,0
Girona,Betis,3,2,H,1,1,D,9,7,5,4,13,14,5,4,3,4,0,0
Alaves,Sociedad,0,1,A,0,0,D,3,12,0,3,10,15,3,8,2,2,0,0
Real Madrid,Ath Bilbao,2,0,H,1,0,H,9,7,4,3,9,13,4,7,2,1,0,0
Villarreal,Ath Madrid,1,2,A,0,1,A,11,14,2,8,14,22,3,3,3,3,0,0
Granada,Valencia,0,1,A,0,0,D,13,6,3,2,20,15,5,4,3,1,0,0
Betis,Celta,2,1,H,0,0,D,15,12,3,5,7,10,6,5,1,0,0,0
Ath Madrid,Girona,3,1,H,2,1,H,17,12,4,5,18,12,2,0,3,2,0,0
Vallecano,Getafe,0,0,D,0,0,D,11,7,2,0,17,19,3,0,4,6,0,0
Mallorca,Real Madrid,0,1,A,0,0,D,6,16,2,9,18,7,4,2,2,1,0,0
Cadiz,Barcelona,0,1,A,0,1,A,14,12,3,2,17,15,8,4,3,3,0,0
Las Palmas,Sevilla,0,2,A,0,1,A,5,10,2,3,8,13,6,2,3,3,1,0
Granada,Alaves,2,0,H,2,0,H,9,8,3,3,16,11,1,5,3,2,0,0
Ath Bilbao,Villarreal,1,1,D,0,0,D,13,10,6,2,13,12,3,1,3,3,0,1
Sociedad,Almeria,2,2,D,1,1,D,17,7,4,3,16,8,5,1,2,2,1,0
Osasuna,Valencia,0,1,A,0,1,A,13,4,2,3,10,10,4,1,0,2,0,0
Ath Bilbao,Granada,1,1,D,1,1,D,17,5,6,0,11,15,11,4,4,2,0,0
Celta,Las Palmas,4,1,H,2,1,H,21,9,13,4,10,9,8,4,1,0,0,0
Vallecano,Osasuna,2,1,H,0,1,A,17,6,6,2,9,15,5,1,4,1,0,0
Valencia,Betis,1,2,A,0,1,A,8,12,5,6,18,10,7,6,2,3,0,0
Girona,Cadiz,4,1,H,2,0,H,10,12,5,5,11,14,2,4,1,2,0,0
Getafe,Sociedad,1,1,D,1,1,D,6,7,4,3,12,18,0,4,0,2,0,0
Almeria,Villarreal,1,2,A,1,1,D,24,11,5,3,10,16,5,2,3,4,1,0
Alaves,Ath Madrid,2,0,H,1,0,H,8,15,3,4,20,12,1,11,5,3,0,0
Real Madrid,Barcelona,3,2,H,1,1,D,14,14,8,6,11,12,2,8,3,2,0,0
Sevilla,Mallorca,2,1,H,0,0,D,11,8,4,6,10,8,4,4,0,2,0,0
Sociedad,Real Madrid,0,1,A,0,1,A,9,5,3,3,13,11,11,3,3,4,0,0
Las Palmas,Girona,0,2,A,0,1,A,10,6,5,3,12,10,4,2,1,3,0,0
Almeria,Getafe,1,3,A,1,1,D,21,8,11,5,15,31,9,2,5,4,1,0
Alaves,Celta,3,0,H,0,0,D,16,4,8,0,10,9,8,3,3,3,0,0
Ath Madrid,Ath Bilbao,3,1,H,1,1,D,8,7,3,1,16,15,3,5,3,2,0,0
Cadiz,Mallorca,1,1,D,0,1,A,10,9,2,2,14,21,3,1,3,2,0,0
Granada,Osasuna,3,0,H,1,0,H,12,11,4,2,17,5,0,6,4,0,0,0
Villarreal,Vallecano,3,0,H,1,0,H,15,20,7,4,15,8,3,6,2,1,0,0
Betis,Sevilla,1,1,D,1,0,H,15,10,5,1,9,20,4,6,3,5,0,0
Barcelona,Valencia,4,2,H,1,2,A,27,5,13,3,12,5,15,1,1,0,0,1
